Date,Open,High,Low,Close,Adj Close,Volume,Daily Return,Annual Return,Daily Volatility
2020-01-02,6016.60986328125,6062.919921875,6011.2099609375,6041.5,6041.5,63958300,,0.03895517461251674,
2020-01-03,6007.9599609375,6044.16015625,5994.58984375,6044.16015625,6044.16015625,60488000,0.0004403138707274046,0.03895517461251674,
2020-01-06,6001.2099609375,6017.97021484375,5955.25,6013.58984375,6013.58984375,69063700,-0.005057826349685435,0.03895517461251674,
2020-01-07,6033.22021484375,6065.740234375,6000.0,6012.35009765625,6012.35009765625,69593800,-0.00020615740779839076,0.03895517461251674,
2020-01-08,5986.81005859375,6031.0,5972.77001953125,6031.0,6031.0,71431600,0.0031019321963670077,0.03895517461251674,
2020-01-09,6066.75,6071.66015625,6034.14990234375,6042.5498046875,6042.5498046875,67961100,0.0019150729045762649,0.03895517461251674,
2020-01-10,6056.740234375,6057.830078125,6028.2900390625,6037.10986328125,6037.10986328125,64393300,-0.0009002724978832699,0.03895517461251674,
2020-01-13,6040.91015625,6058.68994140625,6018.330078125,6036.14013671875,6036.14013671875,65192400,-0.00016062761560764471,0.03895517461251674,
2020-01-14,6037.4501953125,6046.1201171875,5980.0498046875,6040.89013671875,6040.89013671875,75439500,0.0007869267267512914,0.03895517461251674,
2020-01-15,6042.72021484375,6053.009765625,6011.27978515625,6032.60986328125,6032.60986328125,79851500,-0.001370704192610539,0.03895517461251674,
2020-01-16,6039.6201171875,6058.97021484375,6021.02978515625,6039.02978515625,6039.02978515625,76032900,0.0010642030597860508,0.03895517461251674,
2020-01-17,6066.2900390625,6109.81005859375,6066.2900390625,6100.72021484375,6100.72021484375,79316600,0.010215288197308325,0.03895517461251674,
2020-01-20,6092.97021484375,6094.08984375,6071.169921875,6078.5400390625,6078.5400390625,41270000,-0.0036356651346316493,0.03895517461251674,
2020-01-21,6034.240234375,6045.990234375,5994.169921875,6045.990234375,6045.990234375,63922800,-0.0053548721367837615,0.03895517461251674,
2020-01-22,6053.85009765625,6069.259765625,6005.77001953125,6010.97998046875,6010.97998046875,69408800,-0.0057906567078451765,0.03895517461251674,
2020-01-23,5992.47021484375,6024.31982421875,5961.8701171875,5971.7900390625,5971.7900390625,90037200,-0.006519725824006839,0.03895517461251674,
2020-01-24,6019.60009765625,6064.5498046875,6016.77001953125,6024.259765625,6024.259765625,82330600,0.008786264456601245,0.03895517461251674,
2020-01-27,5924.06005859375,5942.830078125,5851.0,5863.02001953125,5863.02001953125,104036300,-0.026765071953536834,0.03895517461251674,
2020-01-28,5886.81005859375,5933.72021484375,5857.22998046875,5925.81982421875,5925.81982421875,84491600,0.010711170092938094,0.03895517461251674,
2020-01-29,5921.97021484375,5969.72998046875,5916.22998046875,5954.89013671875,5954.89013671875,74107000,0.004905703069335576,0.03895517461251674,
2020-01-30,5886.02001953125,5904.080078125,5846.4501953125,5871.77001953125,5871.77001953125,89992200,-0.01395829566610618,0.03895517461251674,
2020-01-31,5891.7099609375,5894.68994140625,5799.0400390625,5806.33984375,5806.33984375,101862600,-0.01114317753651961,0.03895517461251674,
2020-02-03,5822.0400390625,5857.39990234375,5804.14013671875,5832.509765625,5832.509765625,75677800,0.00450712885901261,0.03895517461251674,
