Date,Open,High,Low,Close,Adj Close,Volume,Daily Return,Annual Return,Daily Volatility
2020-01-03,3787.570068359375,3787.570068359375,3745.5400390625,3773.3701171875,3773.3701171875,30343400,,0.05231815903396986,
2020-01-06,3764.340087890625,3764.340087890625,3710.93994140625,3752.52001953125,3752.52001953125,28339400,-0.005525590389683477,0.05231815903396986,
2020-01-07,3760.090087890625,3784.419921875,3748.1298828125,3759.25,3759.25,29853300,0.00179345624639482,0.05231815903396986,
2020-01-08,3752.8701171875,3775.429931640625,3732.89990234375,3772.56005859375,3772.56005859375,34988400,0.003540615440247308,0.05231815903396986,
2020-01-09,3782.77001953125,3807.090087890625,3782.77001953125,3795.8798828125,3795.8798828125,33480100,0.006181432198972825,0.05231815903396986,
2020-01-10,3801.1201171875,3803.909912109375,3786.929931640625,3789.52001953125,3789.52001953125,27400900,-0.0016754648401934302,0.05231815903396986,
2020-01-13,3789.8701171875,3798.580078125,3768.449951171875,3779.679931640625,3779.679931640625,27508600,-0.002596658109710215,0.05231815903396986,
2020-01-14,3779.35009765625,3783.760009765625,3745.469970703125,3774.8798828125,3774.8798828125,33071500,-0.0012699617202881486,0.05231815903396986,
2020-01-15,3774.929931640625,3778.93994140625,3755.300048828125,3768.9599609375,3768.9599609375,33409000,-0.0015682411252220252,0.05231815903396986,
2020-01-16,3770.9599609375,3785.669921875,3758.550048828125,3774.139892578125,3774.139892578125,17583900,0.0013743663223571012,0.05231815903396986,
2020-01-17,3780.5400390625,3813.800048828125,3780.5400390625,3808.260009765625,3808.260009765625,33003100,0.009040501454277594,0.05231815903396986,
2020-01-20,3804.739990234375,3805.610107421875,3791.510009765625,3799.030029296875,3799.030029296875,20831600,-0.00242367392065701,0.05231815903396986,
2020-01-21,3786.260009765625,3789.1201171875,3760.360107421875,3789.1201171875,3789.1201171875,27585100,-0.002608537451126436,0.05231815903396986,
2020-01-22,3792.050048828125,3802.679931640625,3765.489990234375,3769.7900390625,3769.7900390625,32477100,-0.005101468817871102,0.05231815903396986,
2020-01-23,3764.10009765625,3770.010009765625,3734.06005859375,3736.85009765625,3736.85009765625,33330600,-0.00873787162280315,0.05231815903396986,
2020-01-24,3744.75,3795.330078125,3744.75,3779.159912109375,3779.159912109375,31726500,0.011322320496522265,0.05231815903396986,
2020-01-27,3754.6298828125,3754.6298828125,3673.800048828125,3677.840087890625,3677.840087890625,44844200,-0.026810144734573438,0.05231815903396986,
2020-01-28,3684.68994140625,3722.7099609375,3671.739990234375,3719.219970703125,3719.219970703125,37478400,0.011251137032505687,0.05231815903396986,
2020-01-29,3717.639892578125,3743.260009765625,3715.739990234375,3736.360107421875,3736.360107421875,36474700,0.004608529975039355,0.05231815903396986,
2020-01-30,3717.929931640625,3717.929931640625,3676.659912109375,3690.780029296875,3690.780029296875,42455300,-0.012199059195193818,0.05231815903396986,
