Date,Open,High,Low,Close,Adj Close,Volume,Daily Return,Annual Return,Daily Volatility
2020-01-02,7542.39990234375,7624.7998046875,7542.39990234375,7604.2998046875,7604.2998046875,482206700,,0.013234703198949038,
2020-01-03,7604.2998046875,7626.39990234375,7551.0,7622.39990234375,7622.39990234375,475628900,0.002380245140399806,0.013234703198949038,
2020-01-06,7622.39990234375,7622.39990234375,7528.10009765625,7575.2998046875,7575.2998046875,516783400,-0.006179169062196177,0.013234703198949038,
2020-01-07,7575.2998046875,7604.60009765625,7562.10009765625,7573.89990234375,7573.89990234375,511576100,-0.00018479827595518916,0.013234703198949038,
2020-01-08,7573.89990234375,7579.5,7525.0,7574.89990234375,7574.89990234375,606225000,0.0001320323760405362,0.013234703198949038,
2020-01-09,7574.89990234375,7627.7998046875,7574.89990234375,7598.10009765625,7598.10009765625,653838100,0.003062772526581048,0.013234703198949038,
2020-01-10,7598.10009765625,7632.0,7585.10009765625,7587.89990234375,7587.89990234375,651315600,-0.0013424665615614506,0.013234703198949038,
2020-01-13,7587.89990234375,7635.7998046875,7582.5,7617.60009765625,7617.60009765625,659019400,0.00391415222851399,0.013234703198949038,
2020-01-14,7617.60009765625,7650.7001953125,7588.7998046875,7622.39990234375,7622.39990234375,697648200,0.0006300940750325612,0.013234703198949038,
2020-01-15,7622.39990234375,7642.7998046875,7609.39990234375,7642.7998046875,7642.7998046875,730575200,0.0026763096406785536,0.013234703198949038,
2020-01-16,7642.7998046875,7653.60009765625,7595.2998046875,7609.7998046875,7609.7998046875,573564200,-0.004317789402224048,0.013234703198949038,
2020-01-17,7609.7998046875,7689.7001953125,7609.7998046875,7674.60009765625,7674.60009765625,631970100,0.008515374205880555,0.013234703198949038,
2020-01-20,7674.60009765625,7682.7998046875,7639.60009765625,7651.39990234375,7651.39990234375,358980900,-0.0030229842620184133,0.013234703198949038,
2020-01-21,7651.39990234375,7651.39990234375,7550.5,7610.7001953125,7610.7001953125,656519300,-0.005319249751772004,0.013234703198949038,
2020-01-22,7610.7001953125,7637.39990234375,7563.5,7571.89990234375,7571.89990234375,604636000,-0.005098123953515832,0.013234703198949038,
2020-01-23,7571.89990234375,7572.10009765625,7503.2001953125,7507.7001953125,7507.7001953125,668616300,-0.008478678780655557,0.013234703198949038,
2020-01-24,7507.7001953125,7642.2001953125,7507.60009765625,7586.0,7586.0,605760000,0.010429266306662965,0.013234703198949038,
2020-01-27,7586.0,7586.0,7392.7998046875,7412.10009765625,7412.10009765625,679457100,-0.02292379413969814,0.013234703198949038,
2020-01-28,7412.10009765625,7491.39990234375,7410.39990234375,7480.7001953125,7480.7001953125,535852000,0.009255149924100703,0.013234703198949038,
2020-01-29,7480.7001953125,7514.7001953125,7462.2001953125,7483.60009765625,7483.60009765625,525036700,0.00038765119147088356,0.013234703198949038,
2020-01-30,7483.60009765625,7483.60009765625,7357.60009765625,7382.0,7382.0,685501900,-0.013576366498801784,0.013234703198949038,
2020-01-31,7382.0,7398.2998046875,7275.0,7286.0,7286.0,714049600,-0.013004605797886759,0.013234703198949038,
2020-02-03,7286.0,7360.0,7285.2001953125,7326.2998046875,7326.2998046875,645846700,0.0055311288344084275,0.013234703198949038,
2020-02-04,7326.2998046875,7442.10009765625,7326.2998046875,7439.7998046875,7439.7998046875,696703600,0.015492131502369055,0.013234703198949038,
2020-02-05,7439.7998046875,7512.39990234375,7408.5,7482.5,7482.5,818911400,0.00573942799987659,0.013234703198949038,
2020-02-06,7482.5,7533.60009765625,7482.5,7504.7998046875,7504.7998046875,673947900,0.00298026123454731,0.013234703198949038,
2020-02-07,7504.7998046875,7506.2998046875,7441.10009765625,7466.7001953125,7466.7001953125,705974200,-0.005076698961536952,0.013234703198949038,
2020-02-10,7466.7001953125,7466.7001953125,7427.89990234375,7446.89990234375,7446.89990234375,612817500,-0.0026518130433548226,0.013234703198949038,
2020-02-11,7446.89990234375,7529.5,7446.89990234375,7499.39990234375,7499.39990234375,700689800,0.0070499134792287865,0.013234703198949038,
2020-02-12,7499.39990234375,7547.7001953125,7499.0,7534.39990234375,7534.39990234375,573044200,0.00466704009064256,0.013234703198949038,
2020-02-13,7534.39990234375,7534.39990234375,7406.89990234375,7452.0,7452.0,823565400,-0.010936491746093457,0.013234703198949038,
2020-02-14,7452.0,7472.89990234375,7403.7001953125,7409.10009765625,7409.10009765625,629855000,-0.005756830695618609,0.013234703198949038,
2020-02-17,7409.10009765625,7450.0,7409.10009765625,7433.2998046875,7433.2998046875,394565700,0.0032662140762418357,0.013234703198949038,
2020-02-18,7433.2998046875,7433.2998046875,7353.39990234375,7382.0,7382.0,786827200,-0.00690135014534865,0.013234703198949038,
2020-02-19,7382.0,7462.0,7382.0,7457.0,7457.0,602975900,0.010159848279599037,0.013234703198949038,
2020-02-20,7457.0,7480.5,7436.60009765625,7436.60009765625,7436.60009765625,780481500,-0.0027356714957422756,0.013234703198949038,
2020-02-21,7436.60009765625,7436.7001953125,7370.60009765625,7403.89990234375,7403.89990234375,872594700,-0.004397196956013039,0.013234703198949038,
2020-02-24,7403.89990234375,7403.89990234375,7114.5,7156.7998046875,7156.7998046875,1081479400,-0.03337431636238475,0.013234703198949038,
2020-02-25,7156.7998046875,7198.2001953125,7004.89990234375,7017.89990234375,7017.89990234375,976469000,-0.019408102243236525,0.013234703198949038,
2020-02-26,7017.89990234375,7044.7001953125,6871.89990234375,7042.5,7042.5,982409600,0.0035053360689905055,0.013234703198949038,
2020-02-27,7042.5,7042.5,6730.0,6796.39990234375,6796.39990234375,1224827000,-0.03494499079250979,0.013234703198949038,
2020-02-28,6796.39990234375,6796.39990234375,6460.10009765625,6580.60009765625,6580.60009765625,1979835300,-0.03175207577368733,0.013234703198949038,
2020-03-02,6580.60009765625,6775.2001953125,6496.0,6654.89990234375,6654.89990234375,1770844200,0.011290733912544315,0.013234703198949038,
2020-03-03,6654.89990234375,6846.2998046875,6654.89990234375,6718.2001953125,6718.2001953125,1277190200,0.009511832468953596,0.013234703198949038,
2020-03-04,6718.2001953125,6856.2998046875,6700.2001953125,6815.60009765625,6815.60009765625,1115783100,0.014497916035861591,0.013234703198949038,
2020-03-05,6815.60009765625,6834.10009765625,6662.60009765625,6705.39990234375,6705.39990234375,1146893100,-0.01616881767320766,0.013234703198949038,
2020-03-06,6705.39990234375,6705.39990234375,6431.39990234375,6462.60009765625,6462.60009765625,1377953500,-0.03620959349533104,0.013234703198949038,
2020-03-09,6462.60009765625,6462.60009765625,5891.60009765625,5965.7998046875,5965.7998046875,2098798700,-0.07687312930733892,0.013234703198949038,
2020-03-10,5965.7998046875,6231.10009765625,5927.89990234375,5960.2001953125,5960.2001953125,1729622400,-0.0009386183845123686,0.013234703198949038,
2020-03-11,5960.2001953125,6088.5,5860.7998046875,5876.5,5876.5,1507518600,-0.014043185223598265,0.013234703198949038,
2020-03-12,5876.5,5876.5,5237.5,5237.5,5237.5,2209275500,-0.10873819450353106,0.013234703198949038,
2020-03-13,5237.5,5696.5,5237.5,5366.10009765625,5366.10009765625,1935105000,0.024553717929594265,0.013234703198949038,
2020-03-16,5366.10009765625,5366.10009765625,4898.7998046875,5151.10009765625,5151.10009765625,2111567500,-0.04006634167966894,0.013234703198949038,
2020-03-17,5151.10009765625,5309.0,4978.7998046875,5294.89990234375,5294.89990234375,1941164900,0.027916328931936185,0.013234703198949038,
2020-03-18,5294.89990234375,5294.89990234375,5006.2001953125,5080.60009765625,5080.60009765625,1837075100,-0.04047287175204983,0.013234703198949038,
2020-03-19,5080.60009765625,5181.0,4942.39990234375,5151.60009765625,5151.60009765625,1963412200,0.0139747271257884,0.013234703198949038,
2020-03-20,5151.60009765625,5419.2998046875,5151.60009765625,5190.7998046875,5190.7998046875,2585565700,0.007609229421570163,0.013234703198949038,
2020-03-23,5190.7998046875,5194.7998046875,4922.7998046875,4993.89990234375,4993.89990234375,1629604900,-0.03793247856832038,0.013234703198949038,
2020-03-24,4993.89990234375,5446.0,4993.89990234375,5446.0,5446.0,1582421000,0.0905304684709578,0.013234703198949038,
2020-03-25,5446.0,5741.39990234375,5400.5,5688.2001953125,5688.2001953125,1860995600,0.044473043575560034,0.013234703198949038,
2020-03-26,5688.2001953125,5815.7001953125,5503.39990234375,5815.7001953125,5815.7001953125,1536739000,0.022414822900408637,0.013234703198949038,
2020-03-27,5815.7001953125,5815.7001953125,5407.10009765625,5510.2998046875,5510.2998046875,1457210400,-0.05251309049100483,0.013234703198949038,
2020-03-30,5510.2998046875,5567.2001953125,5351.7998046875,5563.7001953125,5563.7001953125,1136875400,0.009691013650395819,0.013234703198949038,
2020-03-31,5563.7001953125,5702.7001953125,5545.89990234375,5672.0,5672.0,1602112800,0.019465427842201954,0.013234703198949038,
2020-04-01,5672.0,5672.0,5414.7001953125,5454.60009765625,5454.60009765625,1670362100,-0.038328614658630134,0.013234703198949038,
2020-04-02,5454.60009765625,5552.39990234375,5395.10009765625,5480.2001953125,5480.2001953125,1554286900,0.004693304219909766,0.013234703198949038,
2020-04-03,5480.2001953125,5486.2998046875,5396.7001953125,5415.5,5415.5,1180517400,-0.011806173680998233,0.013234703198949038,
2020-04-06,5415.5,5590.60009765625,5415.5,5582.39990234375,5582.39990234375,1207951800,0.030818927586326206,0.013234703198949038,
2020-04-07,5582.39990234375,5780.2001953125,5582.39990234375,5704.5,5704.5,1563928500,0.021872330859884714,0.013234703198949038,
2020-04-08,5704.5,5704.5,5589.7001953125,5677.7001953125,5677.7001953125,1133735000,-0.004698011164431581,0.013234703198949038,
2020-04-09,5677.7001953125,5842.7001953125,5677.7001953125,5842.7001953125,5842.7001953125,1290301300,0.029061062459096343,0.013234703198949038,
2020-04-14,5842.7001953125,5894.7001953125,5779.0,5791.2998046875,5791.2998046875,1056846100,-0.008797369179790793,0.013234703198949038,
2020-04-15,5791.2998046875,5791.7001953125,5576.39990234375,5597.7001953125,5597.7001953125,1375971300,-0.03342938820371544,0.013234703198949038,
2020-04-16,5597.7001953125,5657.60009765625,5577.7998046875,5628.39990234375,5628.39990234375,1073687700,0.005484342847971391,0.013234703198949038,
2020-04-17,5628.39990234375,5839.2998046875,5628.39990234375,5787.0,5787.0,1204085900,0.028178541043291316,0.013234703198949038,
2020-04-20,5787.0,5823.89990234375,5707.7001953125,5812.7998046875,5812.7998046875,822613800,0.004458234782702686,0.013234703198949038,
2020-04-21,5812.7998046875,5812.7998046875,5641.0,5641.0,5641.0,888662400,-0.02955543119667714,0.013234703198949038,
2020-04-22,5641.0,5777.10009765625,5641.0,5770.60009765625,5770.60009765625,866999300,0.022974667196640652,0.013234703198949038,
2020-04-23,5770.60009765625,5843.60009765625,5735.89990234375,5826.60009765625,5826.60009765625,882116400,0.00970436333350233,0.013234703198949038,
2020-04-24,5826.60009765625,5827.2001953125,5728.7998046875,5752.2001953125,5752.2001953125,808821600,-0.012769007842785896,0.013234703198949038,
2020-04-27,5752.2001953125,5855.60009765625,5752.2001953125,5846.7998046875,5846.7998046875,792246400,0.01644581310853721,0.013234703198949038,
2020-04-28,5846.7998046875,5977.7998046875,5835.89990234375,5958.5,5958.5,1196850700,0.019104501444182853,0.013234703198949038,
2020-04-29,5958.5,6129.60009765625,5950.7998046875,6115.2998046875,6115.2998046875,1288097400,0.026315315043635046,0.013234703198949038,
2020-04-30,6115.2998046875,6151.60009765625,5897.89990234375,5901.2001953125,5901.2001953125,1933348900,-0.03501048455725564,0.013234703198949038,
2020-05-01,5901.2001953125,5901.2001953125,5746.10009765625,5763.10009765625,5763.10009765625,781328900,-0.023402035702152046,0.013234703198949038,
2020-05-04,5763.10009765625,5792.89990234375,5702.0,5753.7998046875,5753.7998046875,1038977200,-0.0016137656488965924,0.013234703198949038,
2020-05-05,5753.7998046875,5869.5,5753.7998046875,5849.39990234375,5849.39990234375,969041200,0.016615124074766507,0.013234703198949038,
